time_utc,gate_opening,gate_opening_approval,headwater,headwater_approval,tailwater,tailwater_approval,discharge,discharge_approval
2022-01-01T07:00:00+00:00,0.00,Approved,9.70,Approved,6.58,Approved,0.00,Approved
2022-01-01T07:15:00+00:00,0.00,Approved,9.69,Approved,6.58,Approved,0.00,Approved
2022-01-01T07:30:00+00:00,0.00,Approved,9.69,Approved,6.59,Approved,0.00,Approved
2022-01-01T07:45:00+00:00,0.00,Approved,9.67,Approved,6.61,Approved,0.00,Approved
2022-01-01T08:00:00+00:00,0.00,Approved,9.67,Approved,6.59,Approved,0.00,Approved
2022-01-01T08:15:00+00:00,0.00,Approved,9.66,Approved,6.59,Approved,0.00,Approved
2022-01-01T08:30:00+00:00,0.00,Approved,9.66,Approved,6.63,Approved,0.00,Approved
2022-01-01T08:45:00+00:00,0.00,Approved,9.66,Approved,6.63,Approved,0.00,Approved
2022-01-01T09:00:00+00:00,0.00,Approved,9.65,Approved,6.63,Approved,0.00,Approved
2022-01-01T09:15:00+00:00,0.00,Approved,9.65,Approved,6.64,Approved,0.00,Approved
2022-01-01T09:30:00+00:00,0.00,Approved,9.64,Approved,6.63,Approved,0.00,Approved
2022-01-01T09:45:00+00:00,0.00,Approved,9.63,Approved,6.65,Approved,0.00,Approved
2022-01-01T10:00:00+00:00,0.00,Approved,9.63,Approved,6.65,Approved,0.00,Approved
2022-01-01T10:15:00+00:00,0.00,Approved,9.64,Approved,6.67,Approved,0.00,Approved
2022-01-01T10:30:00+00:00,0.00,Approved,9.64,Approved,6.67,Approved,0.00,Approved
2022-01-01T10:45:00+00:00,0.00,Approved,9.64,Approved,6.69,Approved,0.00,Approved
2022-01-01T11:00:00+00:00,0.00,Approved,9.63,Approved,6.69,Approved,0.00,Approved
2022-01-01T11:15:00+00:00,0.00,Approved,9.63,Approved,6.72,Approved,0.00,Approved
2022-01-01T11:30:00+00:00,0.00,Approved,9.63,Approved,6.72,Approved,0.00,Approved
2022-01-01T11:45:00+00:00,0.00,Approved,9.63,Approved,6.74,Approved,0.00,Approved
2022-01-01T12:00:00+00:00,0.00,Approved,9.61,Approved,6.74,Approved,0.00,Approved
2022-01-01T12:15:00+00:00,0.00,Approved,9.60,Approved,6.76,Approved,0.00,Approved
2022-01-01T12:30:00+00:00,0.00,Approved,9.61,Approved,6.77,Approved,0.00,Approved
2022-01-01T12:45:00+00:00,0.00,Approved,9.60,Approved,6.75,Approved,0.00,Approved
2022-01-01T13:00:00+00:00,0.00,Approved,9.60,Approved,6.76,Approved,0.00,Approved
2022-01-01T13:15:00+00:00,0.00,Approved,9.60,Approved,6.71,Approved,0.00,Approved
2022-01-01T13:30:00+00:00,0.00,Approved,9.59,Approved,6.72,Approved,0.00,Approved
2022-01-01T13:45:00+00:00,0.00,Approved,9.59,Approved,6.73,Approved,0.00,Approved
2022-01-01T14:00:00+00:00,0.00,Approved,9.57,Approved,6.74,Approved,0.00,Approved
2022-01-01T14:15:00+00:00,0.00,Approved,9.58,Approved,6.74,Approved,0.00,Approved
2022-01-01T14:30:00+00:00,0.00,Approved,9.58,Approved,6.73,Approved,0.00,Approved
2022-01-01T14:45:00+00:00,0.00,Approved,9.58,Approved,6.72,Approved,0.00,Approved
2022-01-01T15:00:00+00:00,0.00,Approved,9.57,Approved,6.70,Approved,0.00,Approved
2022-01-01T15:15:00+00:00,0.00,Approved,9.57,Approved,6.71,Approved,0.00,Approved
2022-01-01T15:30:00+00:00,0.00,Approved,9.56,Approved,6.72,Approved,0.00,Approved
2022-01-01T15:45:00+00:00,0.00,Approved,9.56,Approved,6.72,Approved,0.00,Approved
2022-01-01T16:00:00+00:00,0.00,Approved,9.56,Approved,6.79,Approved,0.00,Approved
2022-01-01T16:15:00+00:00,0.00,Approved,9.56,Approved,6.77,Approved,0.00,Approved
2022-01-01T16:30:00+00:00,0.00,Approved,9.56,Approved,6.76,Approved,0.00,Approved
2022-01-01T16:45:00+00:00,0.00,Approved,9.56,Approved,6.76,Approved,0.00,Approved
2022-01-01T17:00:00+00:00,0.00,Approved,9.57,Approved,6.77,Approved,0.00,Approved
2022-01-01T17:15:00+00:00,0.00,Approved,9.56,Approved,6.81,Approved,0.00,Approved
2022-01-01T17:30:00+00:00,0.00,Approved,9.55,Approved,6.80,Approved,0.00,Approved
2022-01-01T17:45:00+00:00,0.00,Approved,9.56,Approved,6.81,Approved,0.00,Approved
2022-01-01T18:00:00+00:00,0.00,Approved,9.56,Approved,6.80,Approved,0.00,Approved
2022-01-01T18:15:00+00:00,0.00,Approved,9.57,Approved,6.79,Approved,0.00,Approved
2022-01-01T18:30:00+00:00,0.00,Approved,9.55,Approved,6.81,Approved,0.00,Approved
2022-01-01T18:45:00+00:00,0.00,Approved,9.54,Approved,6.85,Approved,0.00,Approved
2022-01-01T19:00:00+00:00,0.00,Approved,9.53,Approved,6.81,Approved,0.00,Approved
2022-01-01T19:15:00+00:00,0.00,Approved,9.58,Approved,6.81,Approved,0.00,Approved
2022-01-01T19:30:00+00:00,0.00,Approved,9.55,Approved,6.81,Approved,0.00,Approved
2022-01-01T19:45:00+00:00,0.00,Approved,9.53,Approved,6.83,Approved,0.00,Approved
2022-01-01T20:00:00+00:00,0.00,Approved,9.53,Approved,6.79,Approved,0.00,Approved
2022-01-01T20:15:00+00:00,0.00,Approved,9.50,Approved,6.77,Approved,0.00,Approved
2022-01-01T20:30:00+00:00,0.00,Approved,9.50,Approved,6.75,Approved,0.00,Approved
2022-01-01T20:45:00+00:00,0.00,Approved,9.52,Approved,6.79,Approved,0.00,Approved
2022-01-01T21:00:00+00:00,0.00,Approved,9.52,Approved,6.79,Approved,0.00,Approved
2022-01-01T21:15:00+00:00,0.00,Approved,9.51,Approved,6.76,Approved,0.00,Approved
2022-01-01T21:30:00+00:00,0.00,Approved,9.50,Approved,6.78,Approved,0.00,Approved
2022-01-01T21:45:00+00:00,0.00,Approved,9.50,Approved,6.75,Approved,0.00,Approved
2022-01-01T22:00:00+00:00,0.00,Approved,9.47,Approved,6.73,Approved,0.00,Approved
2022-01-01T22:15:00+00:00,0.00,Approved,9.51,Approved,6.77,Approved,0.00,Approved
2022-01-01T22:30:00+00:00,0.00,Approved,9.47,Approved,6.72,Approved,0.00,Approved
2022-01-01T22:45:00+00:00,0.00,Approved,9.49,Approved,6.74,Approved,0.00,Approved
2022-01-01T23:00:00+00:00,0.00,Approved,9.47,Approved,6.71,Approved,0.00,Approved
2022-01-01T23:15:00+00:00,0.00,Approved,9.48,Approved,6.77,Approved,0.00,Approved
2022-01-01T23:30:00+00:00,0.00,Approved,9.45,Approved,6.76,Approved,0.00,Approved
2022-01-01T23:45:00+00:00,0.00,Approved,9.47,Approved,6.71,Approved,0.00,Approved
2022-01-02T00:00:00+00:00,0.00,Approved,9.44,Approved,6.71,Approved,0.00,Approved
2022-01-02T00:15:00+00:00,0.00,Approved,9.45,Approved,6.71,Approved,0.00,Approved
2022-01-02T00:30:00+00:00,0.00,Approved,9.45,Approved,6.74,Approved,0.00,Approved
2022-01-02T00:45:00+00:00,0.00,Approved,9.44,Approved,6.72,Approved,0.00,Approved
2022-01-02T01:00:00+00:00,0.00,Approved,9.44,Approved,6.71,Approved,0.00,Approved
2022-01-02T01:15:00+00:00,0.00,Approved,9.43,Approved,6.77,Approved,0.00,Approved
2022-01-02T01:30:00+00:00,0.00,Approved,9.41,Approved,6.71,Approved,0.00,Approved
2022-01-02T01:45:00+00:00,0.00,Approved,9.42,Approved,6.66,Approved,0.00,Approved
2022-01-02T02:00:00+00:00,0.00,Approved,9.41,Approved,6.69,Approved,0.00,Approved
2022-01-02T02:15:00+00:00,0.00,Approved,9.40,Approved,6.71,Approved,0.00,Approved
2022-01-02T02:30:00+00:00,0.00,Approved,9.42,Approved,6.69,Approved,0.00,Approved
2022-01-02T02:45:00+00:00,0.00,Approved,9.39,Approved,6.67,Approved,0.00,Approved
2022-01-02T03:00:00+00:00,0.00,Approved,9.40,Approved,6.70,Approved,0.00,Approved
2022-01-02T03:15:00+00:00,0.00,Approved,9.40,Approved,6.71,Approved,0.00,Approved
2022-01-02T03:30:00+00:00,0.00,Approved,9.38,Approved,6.63,Approved,0.00,Approved
2022-01-02T03:45:00+00:00,0.00,Approved,9.39,Approved,6.68,Approved,0.00,Approved
2022-01-02T04:00:00+00:00,0.00,Approved,9.39,Approved,6.66,Approved,0.00,Approved
2022-01-02T04:15:00+00:00,0.00,Approved,9.37,Approved,6.66,Approved,0.00,Approved
2022-01-02T04:30:00+00:00,0.00,Approved,9.38,Approved,6.65,Approved,0.00,Approved
2022-01-02T04:45:00+00:00,0.00,Approved,9.38,Approved,6.65,Approved,0.00,Approved
2022-01-02T05:00:00+00:00,0.00,Approved,9.38,Approved,6.64,Approved,0.00,Approved
2022-01-02T05:15:00+00:00,0.00,Approved,9.38,Approved,6.63,Approved,0.00,Approved
2022-01-02T05:30:00+00:00,0.00,Approved,9.37,Approved,6.63,Approved,0.00,Approved
2022-01-02T05:45:00+00:00,0.00,Approved,9.38,Approved,6.62,Approved,0.00,Approved
2022-01-02T06:00:00+00:00,0.00,Approved,9.38,Approved,6.63,Approved,0.00,Approved
2022-01-02T06:15:00+00:00,0.00,Approved,9.38,Approved,6.61,Approved,0.00,Approved
2022-01-02T06:30:00+00:00,0.00,Approved,9.37,Approved,6.61,Approved,0.00,Approved
2022-01-02T06:45:00+00:00,0.00,Approved,9.36,Approved,6.61,Approved,0.00,Approved
2022-01-02T07:00:00+00:00,0.00,Approved,9.35,Approved,6.60,Approved,0.00,Approved
2022-01-02T07:15:00+00:00,0.00,Approved,9.35,Approved,6.58,Approved,0.00,Approved
2022-01-02T07:30:00+00:00,0.00,Approved,9.35,Approved,6.60,Approved,0.00,Approved
2022-01-02T07:45:00+00:00,0.00,Approved,9.35,Approved,6.60,Approved,0.00,Approved
2022-01-02T08:00:00+00:00,0.00,Approved,9.35,Approved,6.59,Approved,0.00,Approved
2022-01-02T08:15:00+00:00,0.00,Approved,9.34,Approved,6.58,Approved,0.00,Approved
2022-01-02T08:30:00+00:00,0.00,Approved,9.34,Approved,6.58,Approved,0.00,Approved
2022-01-02T08:45:00+00:00,0.00,Approved,9.34,Approved,6.57,Approved,0.00,Approved
2022-01-02T09:00:00+00:00,0.00,Approved,9.34,Approved,6.56,Approved,0.00,Approved
2022-01-02T09:15:00+00:00,0.00,Approved,9.33,Approved,6.51,Approved,0.00,Approved
2022-01-02T09:30:00+00:00,0.00,Approved,9.34,Approved,6.50,Approved,0.00,Approved
2022-01-02T09:45:00+00:00,0.00,Approved,9.34,Approved,6.49,Approved,0.00,Approved
2022-01-02T10:00:00+00:00,0.00,Approved,9.32,Approved,6.48,Approved,0.00,Approved
2022-01-02T10:15:00+00:00,0.00,Approved,9.33,Approved,6.47,Approved,0.00,Approved
2022-01-02T10:30:00+00:00,0.00,Approved,9.33,Approved,6.46,Approved,0.00,Approved
2022-01-02T10:45:00+00:00,0.00,Approved,9.32,Approved,6.45,Approved,0.00,Approved
2022-01-02T11:00:00+00:00,0.00,Approved,9.32,Approved,6.43,Approved,0.00,Approved
2022-01-02T11:15:00+00:00,0.00,Approved,9.31,Approved,6.38,Approved,0.00,Approved
2022-01-02T11:30:00+00:00,0.00,Approved,9.32,Approved,6.37,Approved,0.00,Approved
2022-01-02T11:45:00+00:00,0.00,Approved,9.32,Approved,6.35,Approved,0.00,Approved
2022-01-02T12:00:00+00:00,0.00,Approved,9.31,Approved,6.35,Approved,0.00,Approved
2022-01-02T12:15:00+00:00,0.00,Approved,9.31,Approved,6.42,Approved,0.00,Approved
2022-01-02T12:30:00+00:00,0.00,Approved,9.31,Approved,6.41,Approved,0.00,Approved
2022-01-02T12:45:00+00:00,0.00,Approved,9.30,Approved,6.40,Approved,0.00,Approved
2022-01-02T13:00:00+00:00,0.00,Approved,9.30,Approved,6.37,Approved,0.00,Approved
2022-01-02T13:15:00+00:00,0.00,Approved,9.14,Approved,6.34,Approved,0.00,Approved
2022-01-02T13:30:00+00:00,0.00,Approved,9.14,Approved,6.34,Approved,0.00,Approved
2022-01-02T13:45:00+00:00,0.00,Approved,9.12,Approved,6.33,Approved,0.00,Approved
2022-01-02T14:00:00+00:00,0.00,Approved,9.09,Approved,6.32,Approved,0.00,Approved
2022-01-02T14:15:00+00:00,0.00,Approved,9.12,Approved,6.36,Approved,0.00,Approved
2022-01-02T14:30:00+00:00,0.00,Approved,9.09,Approved,6.35,Approved,0.00,Approved
2022-01-02T14:45:00+00:00,0.00,Approved,9.01,Approved,6.33,Approved,0.00,Approved
2022-01-02T15:00:00+00:00,0.00,Approved,9.03,Approved,6.29,Approved,0.00,Approved
2022-01-02T15:15:00+00:00,0.00,Approved,8.99,Approved,6.28,Approved,0.00,Approved
2022-01-02T15:30:00+00:00,0.00,Approved,9.05,Approved,6.28,Approved,0.00,Approved
2022-01-02T15:45:00+00:00,0.00,Approved,9.13,Approved,6.27,Approved,0.00,Approved
2022-01-02T16:00:00+00:00,0.00,Approved,9.08,Approved,6.23,Approved,0.00,Approved
2022-01-02T16:15:00+00:00,0.00,Approved,9.08,Approved,6.22,Approved,0.00,Approved
2022-01-02T16:30:00+00:00,0.00,Approved,9.05,Approved,6.21,Approved,0.00,Approved
2022-01-02T16:45:00+00:00,0.00,Approved,8.98,Approved,6.19,Approved,0.00,Approved
2022-01-02T17:00:00+00:00,0.00,Approved,9.10,Approved,6.17,Approved,0.00,Approved
2022-01-02T17:15:00+00:00,0.00,Approved,9.06,Approved,6.15,Approved,0.00,Approved
2022-01-02T17:30:00+00:00,0.00,Approved,9.05,Approved,6.14,Approved,0.00,Approved
2022-01-02T17:45:00+00:00,0.00,Approved,9.04,Approved,6.13,Approved,0.00,Approved
2022-01-02T18:00:00+00:00,0.00,Approved,9.00,Approved,6.08,Approved,0.00,Approved
2022-01-02T18:15:00+00:00,0.00,Approved,9.03,Approved,6.07,Approved,0.00,Approved
2022-01-02T18:30:00+00:00,0.00,Approved,9.06,Approved,6.05,Approved,0.00,Approved
2022-01-02T18:45:00+00:00,0.00,Approved,9.02,Approved,6.04,Approved,0.00,Approved
2022-01-02T19:00:00+00:00,0.00,Approved,9.03,Approved,6.02,Approved,0.00,Approved
2022-01-02T19:15:00+00:00,0.00,Approved,9.03,Approved,6.01,Approved,0.00,Approved
2022-01-02T19:30:00+00:00,0.00,Approved,9.00,Approved,5.99,Approved,0.00,Approved
2022-01-02T19:45:00+00:00,0.00,Approved,9.02,Approved,5.97,Approved,0.00,Approved
2022-01-02T20:00:00+00:00,0.00,Approved,9.01,Approved,5.95,Approved,0.00,Approved
2022-01-02T20:15:00+00:00,0.00,Approved,8.99,Approved,5.92,Approved,0.00,Approved
2022-01-02T20:30:00+00:00,0.00,Approved,8.99,Approved,5.90,Approved,0.00,Approved
2022-01-02T20:45:00+00:00,0.00,Approved,8.99,Approved,5.88,Approved,0.00,Approved
2022-01-02T21:00:00+00:00,0.00,Approved,8.98,Approved,5.85,Approved,0.00,Approved
2022-01-02T21:15:00+00:00,0.00,Approved,8.99,Approved,5.84,Approved,0.00,Approved
2022-01-02T21:30:00+00:00,0.00,Approved,8.98,Approved,5.83,Approved,0.00,Approved
2022-01-02T21:45:00+00:00,0.00,Approved,8.98,Approved,5.79,Approved,0.00,Approved
2022-01-02T22:00:00+00:00,0.00,Approved,8.98,Approved,5.77,Approved,0.00,Approved
2022-01-02T22:15:00+00:00,0.00,Approved,8.97,Approved,5.75,Approved,0.00,Approved
2022-01-02T22:30:00+00:00,0.00,Approved,8.98,Approved,5.74,Approved,0.00,Approved
2022-01-02T22:45:00+00:00,0.00,Approved,8.99,Approved,5.71,Approved,0.00,Approved
2022-01-02T23:00:00+00:00,0.00,Approved,8.99,Approved,5.71,Approved,0.00,Approved
2022-01-02T23:15:00+00:00,0.00,Approved,9.00,Approved,5.68,Approved,0.00,Approved
2022-01-02T23:30:00+00:00,0.00,Approved,8.99,Approved,5.67,Approved,0.00,Approved
2022-01-02T23:45:00+00:00,0.00,Approved,8.99,Approved,5.65,Approved,0.00,Approved
2022-01-03T00:00:00+00:00,0.00,Approved,9.00,Approved,5.63,Approved,0.00,Approved
2022-01-03T00:15:00+00:00,0.00,Approved,9.01,Approved,5.61,Approved,0.00,Approved
2022-01-03T00:30:00+00:00,0.00,Approved,9.00,Approved,5.61,Approved,0.00,Approved
2022-01-03T00:45:00+00:00,0.06,Approved,8.99,Approved,5.66,Approved,17.0,Approved
2022-01-03T01:00:00+00:00,0.06,Approved,8.94,Approved,5.66,Approved,16.9,Approved
2022-01-03T01:15:00+00:00,0.05,Approved,8.96,Approved,5.66,Approved,14.2,Approved
2022-01-03T01:30:00+00:00,0.05,Approved,8.97,Approved,5.64,Approved,14.4,Approved
2022-01-03T01:45:00+00:00,0.05,Approved,8.96,Approved,5.63,Approved,14.4,Approved
2022-01-03T02:00:00+00:00,0.05,Approved,8.99,Approved,5.61,Approved,14.6,Approved
2022-01-03T02:15:00+00:00,0.05,Approved,8.94,Approved,5.59,Approved,14.6,Approved
2022-01-03T02:30:00+00:00,0.05,Approved,8.95,Approved,5.63,Approved,14.6,Approved
2022-01-03T02:45:00+00:00,0.05,Approved,8.96,Approved,5.63,Approved,14.7,Approved
2022-01-03T03:00:00+00:00,0.05,Approved,8.96,Approved,5.63,Approved,14.8,Approved
2022-01-03T03:15:00+00:00,0.05,Approved,8.97,Approved,5.63,Approved,14.9,Approved
2022-01-03T03:30:00+00:00,0.05,Approved,8.98,Approved,5.62,Approved,15.0,Approved
2022-01-03T03:45:00+00:00,0.05,Approved,8.99,Approved,5.61,Approved,15.1,Approved
2022-01-03T04:00:00+00:00,0.05,Approved,9.02,Approved,5.61,Approved,15.2,Approved
2022-01-03T04:15:00+00:00,0.05,Approved,9.04,Approved,5.61,Approved,15.3,Approved
2022-01-03T04:30:00+00:00,0.05,Approved,9.07,Approved,5.61,Approved,15.5,Approved
2022-01-03T04:45:00+00:00,0.05,Approved,9.09,Approved,5.61,Approved,15.6,Approved
2022-01-03T05:00:00+00:00,0.05,Approved,9.10,Approved,5.61,Approved,15.7,Approved
2022-01-03T05:15:00+00:00,0.05,Approved,9.16,Approved,5.61,Approved,15.9,Approved
2022-01-03T05:30:00+00:00,0.05,Approved,9.20,Approved,5.62,Approved,16.0,Approved
2022-01-03T05:45:00+00:00,0.06,Approved,9.25,Approved,5.62,Approved,16.2,Approved
2022-01-03T06:00:00+00:00,0.06,Approved,9.31,Approved,5.63,Approved,16.4,Approved
2022-01-03T06:15:00+00:00,0.06,Approved,9.37,Approved,5.63,Approved,16.6,Approved
2022-01-03T06:30:00+00:00,0.06,Approved,9.44,Approved,5.63,Approved,16.8,Approved
2022-01-03T06:45:00+00:00,0.06,Approved,9.51,Approved,5.63,Approved,17.1,Approved
2022-01-03T07:00:00+00:00,0.06,Approved,9.58,Approved,5.63,Approved,17.3,Approved
2022-01-03T07:15:00+00:00,0.06,Approved,9.65,Approved,5.65,Approved,17.5,Approved
2022-01-03T07:30:00+00:00,0.06,Approved,9.73,Approved,5.61,Approved,17.8,Approved
2022-01-03T07:45:00+00:00,0.06,Approved,9.80,Approved,5.60,Approved,18.0,Approved
2022-01-03T08:00:00+00:00,0.06,Approved,9.88,Approved,5.61,Approved,18.3,Approved
2022-01-03T08:15:00+00:00,0.06,Approved,9.96,Approved,5.62,Approved,18.5,Approved
2022-01-03T08:30:00+00:00,0.06,Approved,10.04,Approved,5.63,Approved,18.7,Approved
2022-01-03T08:45:00+00:00,0.06,Approved,10.12,Approved,5.64,Approved,19.0,Approved
2022-01-03T09:00:00+00:00,0.06,Approved,10.18,Approved,5.64,Approved,19.2,Approved
2022-01-03T09:15:00+00:00,0.06,Approved,10.25,Approved,5.65,Approved,19.4,Approved
2022-01-03T09:30:00+00:00,0.06,Approved,10.32,Approved,5.61,Approved,19.7,Approved
2022-01-03T09:45:00+00:00,0.06,Approved,10.38,Approved,5.61,Approved,19.9,Approved
2022-01-03T10:00:00+00:00,1.13,Approved,10.39,Approved,5.89,Approved,370,Approved
2022-01-03T10:15:00+00:00,1.37,Approved,10.13,Approved,6.04,Approved,428,Approved
2022-01-03T10:30:00+00:00,1.37,Approved,10.03,Approved,6.13,Approved,418,Approved
2022-01-03T10:45:00+00:00,1.36,Approved,10.07,Approved,6.20,Approved,413,Approved
2022-01-03T11:00:00+00:00,1.37,Approved,10.10,Approved,6.23,Approved,416,Approved
2022-01-03T11:15:00+00:00,1.37,Approved,10.10,Approved,6.27,Approved,414,Approved
2022-01-03T11:30:00+00:00,1.37,Approved,10.13,Approved,6.30,Approved,414,Approved
2022-01-03T11:45:00+00:00,1.39,Approved,10.15,Approved,6.31,Approved,421,Approved
2022-01-03T12:00:00+00:00,1.39,Approved,10.16,Approved,6.34,Approved,420,Approved
2022-01-03T12:15:00+00:00,1.39,Approved,10.19,Approved,6.37,Approved,420,Approved
2022-01-03T12:30:00+00:00,1.39,Approved,10.21,Approved,6.39,Approved,420,Approved
2022-01-03T12:45:00+00:00,1.39,Approved,10.24,Approved,6.41,Approved,420,Approved
2022-01-03T13:00:00+00:00,1.39,Approved,10.27,Approved,6.43,Approved,421,Approved
2022-01-03T13:15:00+00:00,1.39,Approved,10.14,Approved,6.45,Approved,413,Approved
2022-01-03T13:30:00+00:00,1.39,Approved,10.18,Approved,6.46,Approved,415,Approved
2022-01-03T13:45:00+00:00,1.39,Approved,10.18,Approved,6.48,Approved,414,Approved
2022-01-03T14:00:00+00:00,1.39,Approved,10.18,Approved,6.49,Approved,413,Approved
2022-01-03T14:15:00+00:00,1.39,Approved,10.20,Approved,6.52,Approved,413,Approved
2022-01-03T14:30:00+00:00,1.39,Approved,10.22,Approved,6.54,Approved,413,Approved
2022-01-03T14:45:00+00:00,1.54,Approved,10.09,Approved,6.61,Approved,445,Approved
2022-01-03T15:00:00+00:00,1.57,Approved,10.13,Approved,6.65,Approved,453,Approved
2022-01-03T15:15:00+00:00,1.57,Approved,10.13,Approved,6.69,Approved,451,Approved
2022-01-03T15:30:00+00:00,1.59,Approved,10.11,Approved,6.72,Approved,453,Approved
2022-01-03T15:45:00+00:00,1.58,Approved,10.12,Approved,6.73,Approved,450,Approved
2022-01-03T16:00:00+00:00,1.59,Approved,10.11,Approved,6.73,Approved,450,Approved
2022-01-03T16:15:00+00:00,1.60,Approved,10.10,Approved,6.76,Approved,450,Approved
2022-01-03T16:30:00+00:00,1.59,Approved,10.11,Approved,6.78,Approved,447,Approved
2022-01-03T16:45:00+00:00,1.58,Approved,10.11,Approved,6.81,Approved,442,Approved
2022-01-03T17:00:00+00:00,1.59,Approved,10.10,Approved,6.82,Approved,443,Approved
2022-01-03T17:15:00+00:00,1.60,Approved,10.11,Approved,6.85,Approved,445,Approved
2022-01-03T17:30:00+00:00,1.59,Approved,10.11,Approved,6.86,Approved,441,Approved
2022-01-03T17:45:00+00:00,1.60,Approved,10.11,Approved,6.87,Approved,444,Approved
2022-01-03T18:00:00+00:00,1.60,Approved,10.10,Approved,6.91,Approved,440,Approved
2022-01-03T18:15:00+00:00,1.60,Approved,10.10,Approved,6.94,Approved,438,Approved
2022-01-03T18:30:00+00:00,1.60,Approved,10.11,Approved,6.97,Approved,437,Approved
2022-01-03T18:45:00+00:00,1.63,Approved,10.11,Approved,6.99,Approved,444,Approved
2022-01-03T19:00:00+00:00,1.62,Approved,10.09,Approved,7.05,Approved,435,Approved
2022-01-03T19:15:00+00:00,1.63,Approved,10.09,Approved,7.07,Approved,437,Approved
2022-01-03T19:30:00+00:00,1.62,Approved,10.07,Approved,7.11,Approved,430,Approved
2022-01-03T19:45:00+00:00,1.62,Approved,10.06,Approved,7.14,Approved,427,Approved
2022-01-03T20:00:00+00:00,1.62,Approved,10.03,Approved,7.16,Approved,423,Approved
2022-01-03T20:15:00+00:00,0.86,Approved,10.26,Approved,7.00,Approved,239,Approved
2022-01-03T20:30:00+00:00,0.85,Approved,10.28,Approved,7.00,Approved,237,Approved
2022-01-03T20:45:00+00:00,0.85,Approved,10.30,Approved,7.01,Approved,238,Approved
2022-01-03T21:00:00+00:00,0.85,Approved,10.30,Approved,6.99,Approved,239,Approved
2022-01-03T21:15:00+00:00,0.85,Approved,10.29,Approved,7.00,Approved,238,Approved
2022-01-03T21:30:00+00:00,0.85,Approved,10.27,Approved,7.02,Approved,237,Approved
2022-01-03T21:45:00+00:00,0.85,Approved,10.26,Approved,7.03,Approved,236,Approved
2022-01-03T22:00:00+00:00,0.85,Approved,10.24,Approved,7.01,Approved,236,Approved
2022-01-03T22:15:00+00:00,0.48,Approved,10.34,Approved,6.95,Approved,137,Approved
2022-01-03T22:30:00+00:00,0.47,Approved,10.29,Approved,6.93,Approved,133,Approved
2022-01-03T22:45:00+00:00,0.46,Approved,10.30,Approved,6.92,Approved,131,Approved
2022-01-03T23:00:00+00:00,0.46,Approved,10.27,Approved,6.90,Approved,131,Approved
